2020/4/2 7:04:44,121.557076666667,29.762595,150602.312611538,3294812.95084028
2020/4/2 7:04:45,121.557065,29.7625933333333,150601.186549048,3294812.75082957
2020/4/2 7:04:46,121.557051666667,29.76259,150599.901757692,3294812.36386125
2020/4/2 7:04:47,121.557038333333,29.7625883333333,150598.614472808,3294812.16167534
2020/4/2 7:04:48,121.557026666667,29.7625866666667,150597.48841029,3294811.96166502
2020/4/2 7:04:49,121.557013333333,29.762585,150596.20112533,3294811.7594794
2020/4/2 7:04:50,121.557001666667,29.762585,150595.07256945,3294811.74425159
2020/4/2 7:04:51,121.556988333333,29.7625833333333,150593.785284436,3294811.54206625
2020/4/2 7:04:52,121.556976666667,29.7625816666667,150592.659221794,3294811.34205642
2020/4/2 7:04:53,121.556963333333,29.76258,150591.371936706,3294811.13987136
2020/4/2 7:04:54,121.556951666667,29.7625783333333,150590.245873994,3294810.93986177
2020/4/2 7:04:55,121.556938333333,29.7625766666667,150588.958588829,3294810.737677
2020/4/2 7:04:56,121.556926666667,29.762575,150587.832526046,3294810.53766766
2020/4/2 7:04:57,121.556913333333,29.7625733333333,150586.545240807,3294810.33548316
2020/4/2 7:04:58,121.556901666667,29.7625716666667,150585.419177953,3294810.13547408
2020/4/2 7:04:59,121.55689,29.76257,150584.293114967,3294809.93546509
2020/4/2 7:05:00,121.556878333333,29.7625666666667,150583.169545041,3294809.55067397
2020/4/2 7:05:01,121.556866666667,29.7625633333333,150582.045975138,3294809.16588295
2020/4/2 7:05:02,121.556853333333,29.76256,150580.761182721,3294808.77891687
2020/4/2 7:05:03,121.556841666667,29.7625566666667,150579.637612669,3294808.39412611
2020/4/2 7:05:04,121.55683,29.7625533333333,150578.514042449,3294808.00933546
2020/4/2 7:05:05,121.556818333333,29.76255,150577.390472156,3294807.62454493
2020/4/2 7:05:06,121.556806666667,29.7625466666667,150576.266901888,3294807.23975452
2020/4/2 7:05:07,121.556796666667,29.7625466666667,150575.2995679,3294807.22670385
