121.5310933	28.553265	2020/4/5 13:09			121.5310933	28.553265
121.5310917	28.55326833	2020/4/5 13:09			121.5310917	28.55326833
121.5310917	28.55327333	2020/4/5 13:09			121.5310917	28.55327333
121.53109	28.55327833	2020/4/5 13:09			121.53109	28.55327833
121.53109	28.55327833	2020/4/5 13:09			121.53109	28.55327833
121.53109	28.55327833	2020/4/5 13:09			121.53109	28.55327833
121.5310883	28.55327833	2020/4/5 13:09			121.5310883	28.55327833
121.53109	28.55327667	2020/4/5 13:09			121.53109	28.55327667
121.53109	28.55327667	2020/4/5 13:09			121.53109	28.55327667
121.53109	28.55327667	2020/4/5 13:09			121.53109	28.55327667
121.53109	28.55327667	2020/4/5 13:09			121.53109	28.55327667
121.5310883	28.55327833	2020/4/5 13:09			121.5310883	28.55327833
121.5310867	28.55328167	2020/4/5 13:09			121.5310867	28.55328167
121.531085	28.55328667	2020/4/5 13:09			121.531085	28.55328667
121.5310833	28.55329333	2020/4/5 13:09			121.5310833	28.55329333
121.5310817	28.5533	2020/4/5 13:09			121.5310817	28.5533
121.53108	28.55330667	2020/4/5 13:09			121.53108	28.55330667
121.5310783	28.55331167	2020/4/5 13:09			121.5310783	28.55331167
121.5310767	28.55331833	2020/4/5 13:09			121.5310767	28.55331833
121.5310733	28.55332833	2020/4/5 13:09			121.5310733	28.55332833
121.5310717	28.55333333	2020/4/5 13:09			121.5310717	28.55333333
121.53107	28.55334	2020/4/5 13:09			121.53107	28.55334
121.5310683	28.553345	2020/4/5 13:09			121.5310683	28.553345
121.5310667	28.55335	2020/4/5 13:09			121.5310667	28.55335
121.5310633	28.553355	2020/4/5 13:09			121.5310633	28.553355
121.53106	28.55336167	2020/4/5 13:09			121.53106	28.55336167
121.5310567	28.55336833	2020/4/5 13:09			121.5310567	28.55336833
121.5310533	28.553375	2020/4/5 13:09			121.5310533	28.553375
121.53105	28.55338167	2020/4/5 13:09			121.53105	28.55338167
121.5310433	28.55339333	2020/4/5 13:09			121.5310433	28.55339333
121.53104	28.55339833	2020/4/5 13:09			121.53104	28.55339833
121.5310383	28.55340333	2020/4/5 13:09			121.5310383	28.55340333
121.5310367	28.55340833	2020/4/5 13:09			121.5310367	28.55340833
121.5310333	28.55341333	2020/4/5 13:09			121.5310333	28.55341333
121.5310283	28.55341833	2020/4/5 13:09			121.5310283	28.55341833
121.5310233	28.55342167	2020/4/5 13:09			121.5310233	28.55342167
121.531015	28.553425	2020/4/5 13:10			121.531015	28.553425
121.5310017	28.55342667	2020/4/5 13:10			121.5310017	28.55342667
121.5309933	28.55342667	2020/4/5 13:10			121.5309933	28.55342667
121.5309833	28.553425	2020/4/5 13:10			121.5309833	28.553425
121.5309733	28.55342333	2020/4/5 13:10			121.5309733	28.55342333
121.530965	28.55342	2020/4/5 13:10			121.530965	28.55342
121.5309583	28.553415	2020/4/5 13:10			121.5309583	28.553415
121.53095	28.55341167	2020/4/5 13:10			121.53095	28.55341167
121.5309433	28.55340833	2020/4/5 13:10			121.5309433	28.55340833
121.5309283	28.5534	2020/4/5 13:10			121.5309283	28.5534
121.5309217	28.55339833	2020/4/5 13:10			121.5309217	28.55339833
121.530915	28.55339667	2020/4/5 13:10			121.530915	28.55339667
121.5309067	28.55339333	2020/4/5 13:10			121.5309067	28.55339333
121.5309	28.55339167	2020/4/5 13:10			121.5309	28.55339167
121.5308933	28.55339	2020/4/5 13:10			121.5308933	28.55339
121.530885	28.55338667	2020/4/5 13:10			121.530885	28.55338667
121.5308783	28.55338333	2020/4/5 13:10			121.5308783	28.55338333
121.53087	28.55337833	2020/4/5 13:10			121.53087	28.55337833
121.5308533	28.55337	2020/4/5 13:10			121.5308533	28.55337
121.530845	28.55336667	2020/4/5 13:10			121.530845	28.55336667
121.5308383	28.55336667	2020/4/5 13:10			121.5308383	28.55336667
121.5308317	28.55336667	2020/4/5 13:10			121.5308317	28.55336667
121.530825	28.553365	2020/4/5 13:10			121.530825	28.553365
121.5308183	28.55336167	2020/4/5 13:10			121.5308183	28.55336167
121.5308117	28.55335667	2020/4/5 13:10			121.5308117	28.55335667
121.530805	28.55335167	2020/4/5 13:10			121.530805	28.55335167
121.5308033	28.55334333	2020/4/5 13:10			121.5308033	28.55334333
121.5308017	28.55333667	2020/4/5 13:10			121.5308017	28.55333667
121.5308	28.55332833	2020/4/5 13:10			121.5308	28.55332833
121.5307967	28.55332	2020/4/5 13:10			121.5307967	28.55332
121.5307967	28.55331333	2020/4/5 13:10			121.5307967	28.55331333
121.5307967	28.55330667	2020/4/5 13:10			121.5307967	28.55330667
121.5308	28.5533	2020/4/5 13:10			121.5308	28.5533
121.5307983	28.553295	2020/4/5 13:10			121.5307983	28.553295
121.5307967	28.553285	2020/4/5 13:10			121.5307967	28.553285
121.530795	28.55327833	2020/4/5 13:10			121.530795	28.55327833
121.530795	28.55327	2020/4/5 13:10			121.530795	28.55327
121.5307933	28.55326333	2020/4/5 13:10			121.5307933	28.55326333
121.5307933	28.55325667	2020/4/5 13:10			121.5307933	28.55325667
121.5307933	28.55324833	2020/4/5 13:10			121.5307933	28.55324833
121.5307917	28.55324	2020/4/5 13:10			121.5307917	28.55324
121.530795	28.55323333	2020/4/5 13:10			121.530795	28.55323333
121.5307983	28.55322667	2020/4/5 13:10			121.5307983	28.55322667
121.5308033	28.55322	2020/4/5 13:10			121.5308033	28.55322
121.5308067	28.55321333	2020/4/5 13:10			121.5308067	28.55321333
121.53081	28.55320667	2020/4/5 13:10			121.53081	28.55320667
121.5308133	28.55320167	2020/4/5 13:10			121.5308133	28.55320167
121.5308183	28.55319667	2020/4/5 13:10			121.5308183	28.55319667
121.5308217	28.55319167	2020/4/5 13:10			121.5308217	28.55319167
121.5308267	28.553185	2020/4/5 13:10			121.5308267	28.553185
121.53083	28.55318	2020/4/5 13:10			121.53083	28.55318
121.530835	28.55317333	2020/4/5 13:10			121.530835	28.55317333
121.53084	28.55316833	2020/4/5 13:10			121.53084	28.55316833
121.530845	28.553165	2020/4/5 13:10			121.530845	28.553165
121.53085	28.55316	2020/4/5 13:10			121.53085	28.55316
121.5308567	28.553155	2020/4/5 13:10			121.5308567	28.553155
121.5308617	28.55315	2020/4/5 13:10			121.5308617	28.55315
121.5308683	28.553145	2020/4/5 13:11			121.5308683	28.553145
121.5308717	28.55314167	2020/4/5 13:11			121.5308717	28.55314167
121.530875	28.55313833	2020/4/5 13:11			121.530875	28.55313833
121.5308783	28.553135	2020/4/5 13:11			121.5308783	28.553135
121.53089	28.553125	2020/4/5 13:11			121.53089	28.553125
121.5308933	28.55312	2020/4/5 13:11			121.5308933	28.55312
121.530895	28.55311667	2020/4/5 13:11			121.530895	28.55311667
121.5309017	28.55311333	2020/4/5 13:11			121.5309017	28.55311333
121.530905	28.55311333	2020/4/5 13:11			121.530905	28.55311333
121.5309117	28.55310833	2020/4/5 13:11			121.5309117	28.55310833
121.530915	28.55310333	2020/4/5 13:11			121.530915	28.55310333
121.5309217	28.55310167	2020/4/5 13:11			121.5309217	28.55310167
121.5309267	28.5531	2020/4/5 13:11			121.5309267	28.5531
121.5309383	28.55309667	2020/4/5 13:11			121.5309383	28.55309667
121.530945	28.55309667	2020/4/5 13:11			121.530945	28.55309667
121.5309517	28.55309667	2020/4/5 13:11			121.5309517	28.55309667
121.5309567	28.5531	2020/4/5 13:11			121.5309567	28.5531
121.5309617	28.553105	2020/4/5 13:11			121.5309617	28.553105
121.5309667	28.55310833	2020/4/5 13:11			121.5309667	28.55310833
121.5309733	28.55311167	2020/4/5 13:11			121.5309733	28.55311167
121.530985	28.55312167	2020/4/5 13:11			121.530985	28.55312167
121.53099	28.553125	2020/4/5 13:11			121.53099	28.553125
121.5309983	28.55312833	2020/4/5 13:11			121.5309983	28.55312833
121.53101	28.55312667	2020/4/5 13:11			121.53101	28.55312667
121.5310183	28.55312833	2020/4/5 13:11			121.5310183	28.55312833
121.531025	28.55313	2020/4/5 13:11			121.531025	28.55313
121.53103	28.553135	2020/4/5 13:11			121.53103	28.553135
121.5310367	28.55313833	2020/4/5 13:11			121.5310367	28.55313833
121.531045	28.55314833	2020/4/5 13:11			121.531045	28.55314833
121.5310533	28.55315167	2020/4/5 13:11			121.5310533	28.55315167
121.5310583	28.55315667	2020/4/5 13:11			121.5310583	28.55315667
121.5310617	28.55316333	2020/4/5 13:11			121.5310617	28.55316333
121.5310667	28.55317	2020/4/5 13:11			121.5310667	28.55317
121.5310683	28.55317667	2020/4/5 13:11			121.5310683	28.55317667
121.5310667	28.55318167	2020/4/5 13:11			121.5310667	28.55318167
121.5310633	28.55319	2020/4/5 13:11			121.5310633	28.55319
121.53106	28.55319667	2020/4/5 13:11			121.53106	28.55319667
121.5310567	28.55320167	2020/4/5 13:11			121.5310567	28.55320167
121.531055	28.55320667	2020/4/5 13:11			121.531055	28.55320667
121.5310517	28.553215	2020/4/5 13:11			121.5310517	28.553215
121.5310483	28.55322167	2020/4/5 13:11			121.5310483	28.55322167
121.531045	28.55322833	2020/4/5 13:11			121.531045	28.55322833
